"","player.name","player.rating","player.pos","player.ht","player.wt","player.nat.rank","player.pos.rank","player.state.rank","player.year","player.team"
"6933","eric smith","0.8755","pg","6-0",185,211,42,15,2010,"south-carolina"""
"6934","carlton geathers","0.8491","c""","6-10",250,274,21,4,2010,"south-carolina"""
"6935","tobias harris","0.9978","sf","6-8",190,6,2,1,2010,"tennessee"""
"6936","jordan mcrae","0.9848","sg","6-6",180,40,9,3,2010,"tennessee"""
"6937","trae golden","0.9674","sg","6-8",220,85,20,5,2010,"tennessee"""
"6938","tobi oyedeji","0.9647","pf","6-8",215,87,17,7,2010,"texas-am"""
"6939","daniel alexander","0.9206","pf","6-8",195,108,23,11,2010,"texas-am"""
"6940","kourtney roberson","0.9171","pf","6-9",215,118,24,2,2010,"texas-am"""
"6941","keith davis","0.8998","c""","6-9",220,151,15,15,2010,"texas-am"""
"6942","james siakam","0.9388","pf","6-6",210,97,19,4,2010,"vanderbilt"""
"6943","rod odom","0.925","sf","6-8",207,102,26,4,2010,"vanderbilt"""
"6944","kyle fuller","0.9122","pg","6-1",190,131,28,12,2010,"vanderbilt"""
"6945","josh henderson","0.8796","c""","6-11",220,179,16,10,2010,"vanderbilt"""
"6946",NA,NA,NA,NA,NA,NA,NA,NA,2010,"new-hampshire"""
"6947","david coley","0.8365","pg","6-1",170,312,63,7,2010,"stony-brook"""
"6948","anthony jackson","0.8365","sg","6-2",180,314,75,15,2010,"stony-brook"""
"6949","al rapier","0.7667","sf","6-6",230,NA,NA,NA,2010,"stony-brook"""
"6950","justin jackson","0.888","pf","6-8",220,157,33,12,2010,"cincinnati"""
"6951","kelvin gaines","0.8574","c""","6-10",225,241,18,18,2010,"cincinnati"""
"6952","christian kabongo","0.8556","sg","6-4",190,250,59,26,2010,"east-carolina"""
"6953","robert sampson","0.8174","sf","6-8",200,375,76,13,2010,"east-carolina"""
"6954","tony smith","0.8","sf","6-4",180,NA,NA,NA,2010,"east-carolina"""
"6955","petar torlak",NA,"pg","6-0",170,NA,NA,NA,2010,"east-carolina"""
"6956","joseph young","0.9213","sg","6-2",180,107,24,10,2010,"houston"""
"6957","alandise harris","0.7667","sf","6-6",215,604,115,6,2010,"houston"""
"6958","will barton","0.9953","sg","6-6",170,13,1,1,2010,"memphis"""
"6959","joe jackson","0.9925","pg","5-11",160,20,5,1,2010,"memphis"""
"6960","jelan kendrick","0.9908","sf","6-6",186,23,5,1,2010,"memphis"""
"6961","tarik black","0.9765","pf","6-7",230,62,14,3,2010,"memphis"""
"6962","chris crawford","0.9204","cg","6-4",185,109,4,4,2010,"memphis"""
"6963","hippolyte tsafack","0.8817","pf","6-8",240,174,38,9,2010,"memphis"""
"6964","antonio barton","0.8512","pg","6-2",178,269,52,10,2010,"memphis"""
"6965","trey draper",NA,"pg","5-10",170,NA,NA,NA,2010,"memphis"""
"6966","ricmonds vilde","0.7667","c""","6-9",231,592,55,11,2010,"smu"""
"6967","aliaksei patsevich","0.7667","sg","6-4",180,NA,NA,NA,2010,"smu"""
"6968","leslee smith","0.7667","pf","6-7",247,600,160,72,2010,"smu"""
"6969","lavonte dority","0.8796","pg","6-0",180,185,38,12,2010,"south-florida"""
"6970","waverly austin","0.7889","c""","6-9",245,439,43,20,2010,"south-florida"""
"6971","hugh robertson","0.7667","sg","6-5",185,NA,NA,NA,2010,"south-florida"""
"6972","shedrick haynes","0.7667","pg","6-0",180,NA,NA,NA,2010,"south-florida"""
"6973","jawanza poland","0.7667","sf","6-4",195,NA,NA,NA,2010,"south-florida"""
"6974","anthony lee","0.8755","sf","6-8",185,215,50,15,2010,"temple"""
"6975","aaron brown","0.8428","sf","6-4",185,295,63,7,2010,"temple"""
"6976","jimmy mcdonnell",NA,"pf","6-10",210,NA,NA,NA,2010,"temple"""
"6977","kevin brown","0.8215","pg","6-2",195,359,74,33,2010,"tulane"""
"6978","jonathan frye","0.8194","sg","6-3",180,367,86,26,2010,"tulane"""
"6979","jordan clarkson","0.8755","sg","6-3",170,206,46,20,2010,"tulsa"""
"6980","tim peete","0.8692","sg","6-4",180,224,54,6,2010,"tulsa"""
"6981","blondy baruti","0.8552","pf","6-9",215,262,67,5,2010,"tulsa"""
"6982","isaiah sykes","0.8775","sf","6-5",200,198,46,6,2010,"central-florida"""
"6983","dwight mccombs","0.7667","pf","6-8",240,589,156,36,2010,"central-florida"""
"6984","jarvis davis","0.7667","pg","6-1",175,590,127,24,2010,"central-florida"""
"6985","ben smith","0.7667","sf","6-5",215,NA,NA,NA,2010,"wichita-state"""
"6986","joseph ragland","0.7667","pg","6-0",180,550,118,5,2010,"wichita-state"""
"6987","tom droney","0.8775","pg","6-5",185,196,39,4,2010,"davidson"""
"6988","demon brooks","0.828","pf","6-6",190,338,88,24,2010,"davidson"""
"6989","juwan staten","0.9765","pg","5-11",170,61,15,6,2010,"dayton"""
"6990","brandon spearman","0.9114","sg","6-3",185,134,32,8,2010,"dayton"""
"6991","devin oliver","0.8774","sf","6-6",195,202,48,7,2010,"dayton"""
"6992","ralph hill","0.8734","sf","6-6",195,219,51,9,2010,"dayton"""
"6993","derrick martin","0.8427","pf","6-8",200,297,76,19,2010,"duquesne"""
"6994","t.j. mcconnell","0.8257","pg","5-8",165,348,71,7,2010,"duquesne"""
"6995","michael talley","0.7667","pg","5-8",165,591,128,19,2010,"duquesne"""
"6996","joel wright","0.8111","sf","6-6",185,404,79,11,2010,"fordham"""
"6997","brandon frazier","0.7667","sg","6-3",175,483,116,12,2010,"fordham"""
"6998","jeffrey short","0.7667","sg","6-4",180,524,122,14,2010,"fordham"""
"6999","kervin bristol","0.7667","c""","6-10",220,NA,NA,NA,2010,"fordham"""
"7000","jonathan arledge","0.8755","pf","6-9",220,205,50,3,2010,"george-mason"""
"7001","bryon allen","0.8574","pg","6-3",205,240,49,3,2010,"george-mason"""
"7002","cole stefan","0.8574","sg","6-3",188,235,56,2,2010,"la-salle"""
"7003","sam mills","0.8438","pg","6-2",185,293,59,23,2010,"la-salle"""
"7004","ruben cotto","0.7667","pg","6-0",190,NA,NA,NA,2010,"la-salle"""
"7005","tashawn mabry","0.8574","sf","6-5",200,239,56,18,2010,"rhode-island"""
"7006","daniel west","0.7667","pg","6-2",165,466,95,36,2010,"rhode-island"""
"7007","cedrick lindsay","0.8713","sg","6-0",180,223,53,4,2010,"richmond"""
"7008","derrick williams","0.8236","pf","6-7",255,351,89,10,2010,"richmond"""
"7009","wayne sparrow","0.8111","sg","6-3",175,391,93,14,2010,"richmond"""
"7010","c.j. aiken","0.9194","c""","6-9",180,112,11,1,2010,"saint-josephs"""
"7011","papa samba ndao","0.9131","pf","6-9",215,129,27,10,2010,"saint-josephs"""
"7012","langston galloway","0.8817","sg","6-3",185,169,42,4,2010,"saint-josephs"""
"7013","darius quarles","0.8713","sf","6-7",180,221,52,6,2010,"saint-josephs"""
"7014","ronald roberts","0.8609","sf","6-6",210,231,54,6,2010,"saint-josephs"""
"7015","patrick swilling","0.7667","sg","6-3",215,597,138,14,2010,"saint-josephs"""
"7016",NA,NA,NA,NA,NA,NA,NA,NA,2010,"saint-louis"""
"7017","daryl traynham","0.8826","pg","5-8",155,168,33,9,2010,"massachusetts"""
"7018","cady lalanne","0.8796","pf","6-8",215,180,42,14,2010,"massachusetts"""
"7019","maxie esho","0.8796","pf","6-7",185,188,45,6,2010,"massachusetts"""
"7020","jesse morgan","0.8556","sg","6-5",185,249,58,4,2010,"massachusetts"""
"7021","reco mccarter","0.8817","sf","6-7",180,170,39,11,2010,"virginia-commonwealth"""
"7022","juvonte reddic","0.8796","pf","6-9",210,176,40,12,2010,"virginia-commonwealth"""
"7023","rob brandenberg","0.8491","sg","6-2",175,271,63,11,2010,"virginia-commonwealth"""
"7024","heath houston","0.8428","pf","6-7",230,296,75,15,2010,"virginia-commonwealth"""
"7025","darrell haley","0.8324","c""","6-11",225,327,28,29,2010,"virginia-commonwealth"""
"7026","toby veal","0.8111","sf","6-8",230,NA,NA,NA,2010,"virginia-commonwealth"""
"7027","marlon rivera","0.7667","pg","6-2",190,NA,NA,NA,2010,"florida-gulf-coast"""
"7028","timothy snyder","0.7667","pf","6-8",210,575,151,40,2010,"florida-gulf-coast"""
"7029","chris davis","0.8462","pg","6-1",175,281,57,14,2010,"jacksonville"""
"7030","shamile jeffers","0.7667","pf","6-7",233,NA,NA,NA,2010,"jacksonville"""
"7031","delwan graham","0.7667","sf","6-5",215,NA,NA,NA,2010,"jacksonville"""
"7032","admir sahbegovic","0.7667","sf","6-8",185,562,107,39,2010,"jacksonville"""
"7033","aaron anderson","0.7667","pf","6-7",200,NA,NA,NA,2010,"kennesaw-state"""
"7034","mirza sabic","0.7667","sg","6-6",220,NA,NA,NA,2010,"kennesaw-state"""
"7035","stephen baird","0.8111","pf","6-8",190,398,108,38,2010,"liberty"""
"7036","chene phillips","0.7667","sg","6-2",170,549,126,18,2010,"liberty"""
"7037","chris johnson","0.7667","sf","6-5",195,NA,NA,NA,2010,"liberty"""
"7038","john brown","0.7667","sg","6-5",196,574,134,13,2010,"liberty"""
"7039","john-caleb sanders","0.7667","sg","5-11",170,595,137,71,2010,"liberty"""
"7040",NA,NA,NA,NA,NA,NA,NA,NA,2010,"lipscomb"""
"7041","justin cecil","0.7667","sf","6-8",220,NA,NA,NA,2010,"mercer"""
"7042","monty brown","0.7333","c""","6-11",230,611,57,6,2010,"mercer"""
"7043",NA,NA,NA,NA,NA,NA,NA,NA,2010,"north-florida"""
"7044","robert elam","0.8111","pf","6-6",210,NA,NA,NA,2010,"south-carolina-upstate"""
"7045","shane porchea","0.7667","sg","6-4",205,534,124,23,2010,"south-carolina-upstate"""
"7046","khyle marshall","0.9163","pf","6-6",200,120,25,9,2010,"butler"""
"7047","chrishawn hopkins","0.878","sg","6-1",170,191,44,6,2010,"butler"""
"7048","erik fromm","0.8153","pf","6-8",205,381,99,11,2010,"butler"""
"7049","shabazz napier","0.9683","pg","6-1",160,82,19,3,2010,"uconn"""
"7050","jeremy lamb","0.9658","sg","6-4",165,86,21,6,2010,"uconn"""
"7051","michael bradley","0.8755","c""","6-9",215,214,17,5,2010,"uconn"""
"7052",NA,NA,NA,NA,NA,NA,NA,NA,2010,"creighton"""
"7053","brandon young","0.8817","pg","6-2",170,171,34,2,2010,"depaul"""
"7054","cleveland melvin","0.8796","pf","6-8",210,175,39,5,2010,"depaul"""
"7055","moses morgan","0.8595","sf","6-5",208,232,55,6,2010,"depaul"""
"7056","nate lubick","0.9818","pf","6-8",227,44,8,1,2010,"georgetown"""
"7057","hollis thompson","0.9787","sf","6-6",180,54,12,4,2010,"georgetown"""
"7058","markel starks","0.9698","cg","6-0",157,79,3,3,2010,"georgetown"""
"7059","aaron bowen","0.9076","sf","6-5",180,141,31,10,2010,"georgetown"""
"7060","moses abraham","0.9152","c""","6-9",250,122,12,7,2010,"georgetown"""
"7061","vander blue","0.9892","pg","6-3",180,28,9,1,2010,"marquette"""
"7062","jamail jones","0.9318","sf","6-6",200,99,25,8,2010,"marquette"""
"7063","t.j. taylor","0.9221","sg","6-3",205,106,23,9,2010,"marquette"""
"7064","reggie smith","0.9129","pg","6-0",170,130,27,7,2010,"marquette"""
"7065","davante gardner","0.8755","pf","6-7",300,203,48,11,2010,"marquette"""
"7066","jae crowder","0.8444","sf","6-5",210,NA,NA,NA,2010,"marquette"""
"7067","gerard coleman","0.9819","sg","6-4",170,43,11,2,2010,"providence"""
"7068","brice kofane","0.8574","pf","6-8",220,234,54,12,2010,"providence"""
"7069","bryce cotton",NA,"pg","6-1",165,NA,NA,NA,2010,"providence"""
"7070","fuquan edwin","0.8838","sf","6-5",189,162,36,4,2010,"seton-hall"""
"7071","eugene mccrory","0.8111","pf","6-7",225,396,107,5,2010,"seton-hall"""
"7072","deshaun wiggins","0.7889","pg","6-1",170,438,86,2,2010,"seton-hall"""
"7073",NA,NA,NA,NA,NA,NA,NA,NA,2010,"saint-johns"""
"7074","james bell","0.9797","sf","6-5",210,51,9,7,2010,"villanova"""
"7075","jayvaughn pinkston","0.9769","pf","6-6",235,60,13,2,2010,"villanova"""
"7076","justin martin","0.9721","sf","6-7",200,69,14,3,2010,"xavier"""
"7077","jordan latham","0.9536","pf","6-8",210,92,18,4,2010,"xavier"""
"7078","griffin mckenzie","0.8775","pf","6-9",220,195,46,7,2010,"xavier"""
"7079","jay canty","0.9603","sf","6-6",200,90,21,7,2010,"xavier"""
"7080",NA,NA,NA,NA,NA,NA,NA,NA,2010,"cal-poly"""
"7081",NA,NA,NA,NA,NA,NA,NA,NA,2010,"cal-state-northridge"""
"7082","josten thomas","0.7667","sf","6-7",230,NA,NA,NA,2010,"hawaii"""
"7083","vander joaquim","0.7667","pf","6-10",240,497,131,5,2010,"hawaii"""
"7084","dominick brumfield","0.7667","pf","6-8",215,563,148,8,2010,"hawaii"""
"7085","anthony salter","0.7667","pg","5-11",175,NA,NA,NA,2010,"hawaii"""
"7086","nick shepherd","0.8872","pf","6-9",210,158,34,18,2010,"long-beach-state"""
"7087","shelton boykin","0.8468","sf","6-4",190,280,61,23,2010,"long-beach-state"""
"7088","jacob thomas","0.834","sg","6-3",170,322,77,5,2010,"long-beach-state"""
"7089","edis dervisevic","0.7667","pf","6-8",240,545,145,60,2010,"long-beach-state"""
"7090","corey jackson",NA,"pg","6-0",195,NA,NA,NA,2010,"long-beach-state"""
"7091","josh ritchart","0.8574","pf","6-7",220,237,56,16,2010,"uc-davis"""
"7092","alex tiffin","0.8574","pf","6-7",210,238,57,17,2010,"uc-davis"""
"7093","michael kurtz","0.8014","c""","7-0",190,429,42,39,2010,"uc-davis"""
"7094","chris mcnealy","0.8069","sg","6-3",170,424,101,38,2010,"uc-irvine"""
"7095","will davis","0.7667","pf","6-8",210,480,126,42,2010,"uc-irvine"""
"7096","phillipe martin","0.7667","sf","6-4",190,NA,NA,NA,2010,"uc-riverside"""
"7097","elliott berry","0.7667","sf","6-7",200,NA,NA,NA,2010,"uc-riverside"""
"7098","bj shearry","0.7667","sf","6-6",220,NA,NA,NA,2010,"uc-riverside"""
"7099","kevin bradshaw","0.7667","sf","6-8",220,NA,NA,NA,2010,"uc-riverside"""
"7100","tyquan brown","0.7667","pf","6-7",240,513,136,7,2010,"uc-riverside"""
"7101","delonte taylor","0.7667","sf","6-6",210,548,104,10,2010,"uc-riverside"""
"7102","kyle boswell","0.8431","sg","6-2",160,294,71,26,2010,"uc-santa-barbara"""
"7103","troy leaf","0.8302","sg","6-2",180,330,79,30,2010,"uc-santa-barbara"""
"7104","dominique ferguson","0.98","pf","6-9",210,NA,NA,NA,2010,"florida-international"""
"7105","k.c. ross-miller","0.9082","pg","6-0",170,138,29,14,2010,"florida-international"""
"7106","phil taylor","0.8111","pg","5-9",160,407,77,17,2010,"florida-international"""
"7107","dejuan wright","0.7667","sg","6-4",175,493,118,1,2010,"florida-international"""
"7108","richaud  pack","0.7","cg","6-3",183,616,6,20,2010,"florida-international"""
"7109","jamison sterns","0.8556","sg","6-0",215,246,57,24,2010,"louisiana-tech"""
"7110","kenyon mcneaill","0.847","pg","6-0",180,279,56,3,2010,"louisiana-tech"""
"7111","james johnson","0.8208","pf","6-7",240,365,94,34,2010,"louisiana-tech"""
"7112","antwond roshell","0.7667","pf","6-10",260,NA,NA,NA,2010,"louisiana-tech"""
"7113","stojan gjuroski","0.7667","sf","6-7",190,572,109,13,2010,"louisiana-tech"""
"7114","romario souza","0.7667","pf","6-9",240,581,153,1,2010,"louisiana-tech"""
"7115","jean-paul kambola","0.8111","c""","6-9",230,402,38,10,2010,"marshall"""
"7116","aundra williams","0.7667","c""","6-10",235,531,49,38,2010,"marshall"""
"7117","johnny higgins","0.7667","pg","6-2",180,538,116,59,2010,"marshall"""
"7118","jeffery simmons","0.8365","pg","6-1",170,316,65,6,2010,"middle-tennessee-state"""
"7119","shawn jones","0.8301","pf","6-8",210,333,84,25,2010,"middle-tennessee-state"""
"7120","kerry hammonds, jr.","0.7951","sf","6-5",190,432,84,8,2010,"middle-tennessee-state"""
"7121","melvin baker","0.7667","sf","6-7",205,NA,NA,NA,2010,"middle-tennessee-state"""
"7122","kyle hunt","0.7667","pf","6-8",250,NA,NA,NA,2010,"middle-tennessee-state"""
"7123","trevor charles","0.7667","pf","6-8",210,561,147,64,2010,"middle-tennessee-state"""
"7124","ronald mcghee","0.8014","sg","6-3",185,428,103,8,2010,"north-texas"""
"7125","alonzo edwards","0.7667","pf","6-8",245,NA,NA,NA,2010,"north-texas"""
"7126",NA,NA,NA,NA,NA,NA,NA,NA,2010,"old-dominion"""
"7127","travon abraham","0.8396","pg","5-8",165,308,62,27,2010,"rice"""
"7128","j.r. reynolds","0.8271","sg","6-5",180,341,81,18,2010,"rice"""
"7129","david chadwick","0.8111","pf","6-9",215,NA,NA,NA,2010,"rice"""
"7130","omar oraby",NA,"c""","-",NA,NA,NA,NA,2010,"rice"""
"7131","lashay page","0.8778","sg","6-2",180,NA,NA,NA,2010,"southern-mississippi"""
"7132","d.j. newbill","0.8715","sg","6-3",200,220,52,5,2010,"southern-mississippi"""
"7133","rashad perkins","0.8444","sf","6-5",200,291,62,5,2010,"southern-mississippi"""
"7134","trency jackson","0.8132","sg","6-2",175,385,92,7,2010,"southern-mississippi"""
"7135","cedric jenkins","0.8069","pg","6-2",185,421,83,7,2010,"southern-mississippi"""
"7136","ahyaro phillips","0.7667","pf","6-8",230,NA,NA,NA,2010,"southern-mississippi"""
"7137","alex vouyoukas","0.7667","pf","6-9",245,NA,NA,NA,2010,"utsa"""
"7138","travis payton","0.7667","pg","6-0",200,NA,NA,NA,2010,"utsa"""
"7139","t.j. williams","0.7667","pf","6-6",210,552,146,11,2010,"utsa"""
"7140","preston purifoy","0.8553","sf","6-5",210,254,59,2,2010,"alabama-birmingham"""
"7141","beas hamga","0.7667","c""","7-0",225,NA,NA,NA,2010,"alabama-birmingham"""
"7142","quincy taylor","0.7667","pg","6-1",190,598,129,25,2010,"alabama-birmingham"""
"7143","brandon peters","0.9086","sg","6-2",180,137,35,13,2010,"western-kentucky"""
"7144","kahlil mcdonald","0.8556","sg","6-4",190,NA,NA,NA,2010,"western-kentucky"""
"7145","stephon drane","0.8405","sf","6-8",182,305,65,23,2010,"western-kentucky"""
"7146","kene anyigbo","0.8289","pf","6-6",225,337,87,32,2010,"western-kentucky"""
"7147","ken brown","0.7667","pg","6-1",160,NA,NA,NA,2010,"western-kentucky"""
"7148","wally sajimi","0.8111","pg","5-10",175,409,79,11,2010,"cleveland-state"""
"7149","sebastian douglas","0.7667","pg","6-2",200,558,121,63,2010,"cleveland-state"""
"7150","ray mccallum","0.9898","pg","6-1",175,26,7,1,2010,"detroit"""
"7151","jordan manuel","0.8796","sf","6-8",190,190,43,5,2010,"detroit"""
"7152","chris blake","0.8111","sg","6-4",190,NA,NA,NA,2010,"detroit"""
"7153","nick minnerath","0.7667","pf","6-8",215,484,127,15,2010,"detroit"""
"7154","shayar lee","0.7667","sg","6-4",190,NA,NA,NA,2010,"detroit"""
"7155","ryan bass","0.8365","pg","5-11",169,315,64,16,2010,"oakland"""
"7156","corey petros","0.8153","c""","6-9",220,380,33,11,2010,"oakland"""
"7157","kenny stevenson","0.7806","pg","6-2",155,444,88,21,2010,"uic"""
"7158","paris carter","0.7667","pf","6-7",230,522,139,28,2010,"uic"""
"7159","daniel barnes","0.7667","sg","6-2",168,567,132,32,2010,"uic"""
"7160","kameron cerroni","0.8407","sg","6-2",191,303,73,5,2010,"wisconsin-green-bay"""
"7161","jarvis williams","0.7667","pf","6-5",190,NA,NA,NA,2010,"wisconsin-green-bay"""
"7162","steven baker","0.7667","sg","6-2",190,NA,NA,NA,2010,"wisconsin-green-bay"""
"7163","alec brown",NA,"pf","6-11",200,NA,NA,NA,2010,"wisconsin-green-bay"""
"7164","kaylon williams","0.8556","sg","6-3",175,NA,NA,NA,2010,"wisconsin-milwaukee"""
"7165","leek leek","0.8407","sf","6-6",210,302,64,21,2010,"wisconsin-milwaukee"""
"7166","kyle kelm","0.8366","pf","6-9",210,310,80,6,2010,"wisconsin-milwaukee"""
"7167","evan richard","0.8302","sg","6-3",175,329,78,7,2010,"wisconsin-milwaukee"""
"7168","ryan allen","0.7667","sg","6-3",200,NA,NA,NA,2010,"wisconsin-milwaukee"""
"7169","a.j. pacher","0.8111","c""","6-9",210,392,36,23,2010,"wright-state"""
"7170","armond battle","0.7667","sf","6-7",190,NA,NA,NA,2010,"wright-state"""
"7171","blake allen","0.7667","pg","6-0",175,452,91,3,2010,"youngstown-state"""
"7172","dushawn brooks","0.7667","sf","6-6",205,NA,NA,NA,2010,"youngstown-state"""
"7173","fred ford","0.7667","pg","5-11",175,NA,NA,NA,2010,"youngstown-state"""
"7174","devonte maymon","0.7667","sg","6-2",198,NA,NA,NA,2010,"youngstown-state"""
"7175","tre brewer","0.7667","sg","6-5",195,NA,NA,NA,2010,"youngstown-state"""
"7176",NA,NA,NA,NA,NA,NA,NA,NA,2010,"canisius"""
"7177","maurice barrow","0.8259","sf","6-4",180,345,71,8,2010,"fairfield"""
"7178","majok majok","0.8111","pf","6-7",225,395,106,8,2010,"fairfield"""
"7179","aleksander kesic","0.8365","sf","6-8",190,313,66,4,2010,"iona"""
"7180","randy dezouvre","0.8111","sg","6-4",205,NA,NA,NA,2010,"iona"""
"7181","mike glover","0.7667","pf","6-6",215,543,144,8,2010,"iona"""
"7182","roberto colonette","0.7667","pf","6-7",210,NA,NA,NA,2010,"manhattan"""
"7183","kidani brutus","0.7667","pg","6-0",200,NA,NA,NA,2010,"manhattan"""
"7184","robert martina","0.7667","pf","6-7",215,NA,NA,NA,2010,"manhattan"""
"7185",NA,NA,NA,NA,NA,NA,NA,NA,2010,"niagra"""
"7186",NA,NA,NA,NA,NA,NA,NA,NA,2010,"quinnipiac"""
"7187",NA,NA,NA,NA,NA,NA,NA,NA,2010,"siena"""
"7188","nick harney","0.849","pf","6-6",190,275,72,12,2010,"akron"""
"7189","dakotah euton","0.8301","pf","6-8",215,334,85,2,2010,"akron"""
"7190","josh egner","0.8153","pf","6-7",210,382,100,21,2010,"akron"""
"7191","michael green","0.8069","sf","6-7",200,423,81,24,2010,"akron"""
"7192","darrell blanton","0.7667","sf","6-3",200,573,110,33,2010,"akron"""
"7193","craig sealy","0.8365","pf","6-7",210,311,81,14,2010,"bowling-green"""
"7194","anthony henderson","0.8365","pg","6-1",185,317,66,17,2010,"bowling-green"""
"7195","cameron black","0.8111","pf","6-9",230,388,103,22,2010,"bowling-green"""
"7196","torian oglesby","0.7667","pf","6-7",200,515,137,16,2010,"bowling-green"""
"7197",NA,NA,NA,NA,NA,NA,NA,NA,2010,"buffalo"""
"7198","trey zeigler","0.9865","sg","6-4",185,35,7,2,2010,"central-michigan"""
"7199","derek jackson","0.8194","sg","6-1",170,368,87,19,2010,"central-michigan"""
"7200","nate vanarendonk","0.812","c""","6-10",225,386,34,12,2010,"central-michigan"""
"7201","jevon harden","0.8079","c""","6-8",210,420,41,13,2010,"central-michigan"""
"7202","brooke turson","0.7667","sf","6-4",185,505,94,27,2010,"central-michigan"""
"7203","andre coimbra","0.7667","pf","6-9",222,NA,NA,NA,2010,"central-michigan"""
"7204",NA,NA,NA,NA,NA,NA,NA,NA,2010,"eastern-michigan"""
"7205",NA,NA,NA,NA,NA,NA,NA,NA,2010,"kent-state"""
"7206","josh sewell","0.8257","sg","6-4",210,349,83,4,2010,"miami-ohio"""
"7207","jon harris","0.8153","sf","6-6",185,379,78,20,2010,"miami-ohio"""
"7208","quinten rollins","0.7931","pg","6-0",179,433,85,25,2010,"miami-ohio"""
"7209","chris mchenry","0.7667","pg","5-11",185,NA,NA,NA,2010,"miami-ohio"""
"7210",NA,NA,NA,NA,NA,NA,NA,NA,2010,"northern-illinois"""
"7211","ricardo johnson","0.8278","sf","6-6",190,340,69,3,2010,"ohio"""
"7212","nick kellogg","0.8269","sg","6-2",185,343,82,18,2010,"ohio"""
"7213","ethan jacobs","0.8194","c""","6-10",215,366,32,10,2010,"ohio"""
"7214","t.j. hall","0.8174","pf","6-6",220,373,96,28,2010,"ohio"""
"7215","kennis white","0.8427","sg","6-2",190,299,72,13,2010,"western-michigan"""
"7216","juwan howard","0.8174","sf","6-5",210,376,77,10,2010,"western-michigan"""
"7217","caleb dean","0.7667","c""","6-9",230,453,45,42,2010,"western-michigan"""
"7218",NA,NA,NA,NA,NA,NA,NA,NA,2010,"bradley"""
"7219","rayvonte rice","0.8396","sg","6-2",190,306,74,15,2010,"drake"""
"7220","kurt alexander","0.7667","pg","6-2",190,NA,NA,NA,2010,"drake"""
"7221",NA,NA,NA,NA,NA,NA,NA,NA,2010,"evansville"""
"7222","jordan threloff","0.8257","c""","6-10",240,346,30,19,2010,"illinois-state"""
"7223","anthony cousin","0.7667","pg","5-11",175,NA,NA,NA,2010,"illinois-state"""
"7224","john wilkins","0.7667","pf","6-9",215,NA,NA,NA,2010,"illinois-state"""
"7225","kenyon smith","0.7667","pg","6-0",180,NA,NA,NA,2010,"illinois-state"""
"7226","jake kitchell","0.8553","pf","6-9",220,258,63,8,2010,"indiana-state"""
"7227","myles walker","0.7667","pf","6-8",240,NA,NA,NA,2010,"indiana-state"""
"7228","flavien davis","0.8512","sf","6-5",200,268,60,4,2010,"loyola"""
"7229","chim kadima","0.7667","pg","6-3",185,501,104,12,2010,"loyola"""
"7230","aaron cooper","0.8218","pg","5-11",165,353,72,4,2010,"missouri-state"""
"7231","nathan scheer","0.8194","sg","6-5",185,370,88,3,2010,"missouri-state"""
"7232","corey copeland","0.8176","sg","6-4",175,372,90,5,2010,"missouri-state"""
"7233",NA,NA,NA,NA,NA,NA,NA,NA,2010,"northern-iowa"""
"7234","devonte drinkard","0.8556","pf","6-8",220,242,58,10,2010,"southern-illinois"""
"7235","mamadou seck","0.7667","pf","6-7",205,446,116,22,2010,"southern-illinois"""
"7236","troy long","0.7667","sg","6-0",165,457,110,23,2010,"southern-illinois"""
"7237","mykel cleveland","0.7667","pg","6-2",190,NA,NA,NA,2010,"southern-illinois"""
"7238","ernest watson","0.7667","sf","6-7",180,NA,NA,NA,2010,"southern-illinois"""
"7239","jay harris","0.834","pg","6-0",165,321,67,17,2010,"valparaiso"""
"7240","milos milosevic","0.7667","pf","6-7",235,NA,NA,NA,2010,"valparaiso"""
"7241",NA,NA,NA,NA,NA,NA,NA,NA,2010,"air-force"""
"7242",NA,NA,NA,NA,NA,NA,NA,NA,2010,"boise-state"""
"7243","chad calcaterra","0.8553","pf","6-10",210,259,64,3,2010,"colorado-state"""
"7244","maurice wiltz","0.8458","sg","6-2",180,284,67,29,2010,"colorado-state"""
"7245","dwight smith","0.8458","sg","6-4",190,285,68,1,2010,"colorado-state"""
"7246","will bell","0.7667","sf","6-6",240,491,92,2,2010,"colorado-state"""
"7247","tyler johnson","0.8215","sg","6-2",170,354,85,33,2010,"fresno-state"""
"7248","tim steed","0.7667","sg","6-4",210,NA,NA,NA,2010,"fresno-state"""
"7249","bennie rhodes","0.7667","sg","6-5",185,NA,NA,NA,2010,"fresno-state"""
"7250","kevin olekaibe","0.7667","sg","6-1",175,601,139,12,2010,"fresno-state"""
"7251","deonte burton","0.8616","pg","6-1",180,229,47,15,2010,"nevada"""
"7252","illiwa baldwin","0.7667","c""","6-11",270,NA,NA,NA,2010,"nevada"""
"7253","derrell conner","0.7667","pg","6-0",165,555,119,30,2010,"nevada"""
"7254","alex kirk","0.9636","c""","6-10",230,88,9,1,2010,"new-mexico"""
"7255","tony snell","0.8111","sg","6-7",200,403,97,36,2010,"new-mexico"""
"7256",NA,NA,NA,NA,NA,NA,NA,NA,2010,"san-diego-state"""
"7257",NA,NA,NA,NA,NA,NA,NA,NA,2010,"unlv"""
